,Title,Event
5381,Diane J. Savino: The case for same-sex marriage,New York State Senate
5382,Sheryl WuDunn: Our century's greatest injustice,TEDGlobal 2010
5383,Jason Clay: How big brands can help save biodiversity,TEDGlobal 2010
5384,Lewis Pugh: My mind-shifting Everest swim,TEDGlobal 2010
5385,Laurie Santos: A monkey economy as irrational as ours,TEDGlobal 2010
5386,John Delaney: Wiring an interactive ocean,Mission Blue Voyage
5387,Jeff Bezos: What matters more than your talents,Princeton University
5388,Susan Shaw: The oil spill's toxic trade-off,TEDxOilSpill
5389,Sheena Iyengar: The art of choosing,TEDGlobal 2010
5390,Kevin Stone: The bio-future of joint replacement,TED2010
5391,Tan Le: A headset that reads your brainwaves,TEDGlobal 2010
5392,Dimitar Sasselov: How we found hundreds of potential Earth-like planets,TEDGlobal 2010
5393,Naif Al-Mutawa: Superheroes inspired by Islam,TEDGlobal 2010
5394,Julian Assange: Why the world needs WikiLeaks,TEDGlobal 2010
5395,Elif Shafak: The politics of fiction,TEDGlobal 2010
5396,Ethan Zuckerman: Listening to global voices,TEDGlobal 2010
5397,Matt Ridley: When ideas have sex,TEDGlobal 2010
5398,Carl Safina: The oil spill's unseen villains -- and victims,TEDxOilSpill
5399,"Hans Rosling: Global population growth, box by box",TED@Cannes
5400,Nalini Nadkarni: Life science in prison,TED2010
5401,Ellen  Gustafson: Obesity + hunger = 1 global food issue,TEDxEast
5402,Benoit Mandelbrot: Fractals and the art of roughness,TED2010
5403,"Mitchell Joachim: Don't build your home, grow it!",TED2010
5404,Carter Emmart: A 3D atlas of the universe,TED2010
5405,Stephen Palumbi: Hidden toxins in the fish we eat,Mission Blue Voyage
5406,Ellen Dunham-Jones: Retrofitting suburbia,TEDxAtlanta
5407,Clay Shirky: How cognitive surplus will change the world,TED@Cannes
5408,Hillel Cooperman: LEGO for grownups,TED2010
5409,Aditi Shankardass: A second opinion on developmental disorders,TEDIndia 2009
5410,Charles Leadbeater: Education innovation in the slums,TEDSalon London 2010
5411,Marian Bantjes: Intricate beauty by design,TED2010
5412,Chip Conley: Measuring what makes life worthwhile,TED2010
5413,Ananda Shankar Jayant: Fighting cancer with dance,TEDIndia 2009
5414,Cameron Herold: Let's raise kids to be entrepreneurs,TEDxEdmonton
5415,Peter Tyack: The intriguing sound of marine mammals,Mission Blue Voyage
5416,Margaret Gould Stewart: How YouTube thinks about copyright,TED2010
5417,Michael Shermer: The pattern behind self-deception,TED2010
5418,David Byrne: How architecture helped music evolve,TED2010
5419,Stewart Brand + Mark Z. Jacobson: Debate: Does the world need nuclear energy?,TED2010
5420,Rory Sutherland: Sweat the small stuff,TEDSalon London 2010
5421,John Kasaona: How poachers became caretakers,TED2010
5422,Michael Sandel: The lost art of democratic debate,TED2010
5423,Adam Sadowsky: How to engineer a viral music video,TEDxUSC
5424,Brian Cox: Why we need the explorers,TEDSalon London 2010
5425,"Christopher ""moot"" Poole: The case for anonymity online",TED2010
5426,Brian Skerry: The ocean's glory -- and horror,Mission Blue Voyage
5427,John Underkoffler: Pointing to the future of UI,TED2010
5428,Lawrence Lessig: Re-examining the remix,TEDxNYED
5429,Sophie Hunger: Songs of secrets and city lights,TEDGlobal 2009
5430,Seth Berkley: HIV and flu -- the vaccine strategy,TED2010
5431,Sharmeen Obaid-Chinoy: Inside a school for suicide bombers,TED2010
5432,Johanna Blakley: Lessons from fashion's free culture,TEDxUSC
5433,Sir Ken Robinson: Bring on the learning revolution!,TED2010
5434,"Craig Venter: Watch me unveil ""synthetic life""",TED in the Field
5435,Richard Sears: Planning for the end of oil,TED2010
5436,Nalini Nadkarni: Life science in prison,TED2010
5437,Ellen  Gustafson: Obesity + hunger = 1 global food issue,TEDxEast
5438,Benoit Mandelbrot: Fractals and the art of roughness,TED2010
5439,"Mitchell Joachim: Don't build your home, grow it!",TED2010
5440,Carter Emmart: A 3D atlas of the universe,TED2010
5441,Stephen Palumbi: Hidden toxins in the fish we eat,Mission Blue Voyage
5442,Ellen Dunham-Jones: Retrofitting suburbia,TEDxAtlanta
5443,Clay Shirky: How cognitive surplus will change the world,TED@Cannes
5444,Hillel Cooperman: LEGO for grownups,TED2010
5445,Aditi Shankardass: A second opinion on developmental disorders,TEDIndia 2009
5446,Charles Leadbeater: Education innovation in the slums,TEDSalon London 2010
5447,Marian Bantjes: Intricate beauty by design,TED2010
5448,Chip Conley: Measuring what makes life worthwhile,TED2010
5449,Ananda Shankar Jayant: Fighting cancer with dance,TEDIndia 2009
5450,Cameron Herold: Let's raise kids to be entrepreneurs,TEDxEdmonton
5451,Peter Tyack: The intriguing sound of marine mammals,Mission Blue Voyage
5452,Margaret Gould Stewart: How YouTube thinks about copyright,TED2010
5453,Michael Shermer: The pattern behind self-deception,TED2010
5454,David Byrne: How architecture helped music evolve,TED2010
5455,Stewart Brand + Mark Z. Jacobson: Debate: Does the world need nuclear energy?,TED2010
5456,Rory Sutherland: Sweat the small stuff,TEDSalon London 2010
5457,John Kasaona: How poachers became caretakers,TED2010
5458,Michael Sandel: The lost art of democratic debate,TED2010
5459,Adam Sadowsky: How to engineer a viral music video,TEDxUSC
5460,Brian Cox: Why we need the explorers,TEDSalon London 2010
5461,"Christopher ""moot"" Poole: The case for anonymity online",TED2010
5462,Brian Skerry: The ocean's glory -- and horror,Mission Blue Voyage
5463,John Underkoffler: Pointing to the future of UI,TED2010
5464,Lawrence Lessig: Re-examining the remix,TEDxNYED
5465,Sophie Hunger: Songs of secrets and city lights,TEDGlobal 2009
5466,Seth Berkley: HIV and flu -- the vaccine strategy,TED2010
5467,Sharmeen Obaid-Chinoy: Inside a school for suicide bombers,TED2010
5468,Johanna Blakley: Lessons from fashion's free culture,TEDxUSC
5469,Sir Ken Robinson: Bring on the learning revolution!,TED2010
5470,"Craig Venter: Watch me unveil ""synthetic life""",TED in the Field
5471,Richard Sears: Planning for the end of oil,TED2010
5472,Dee Boersma: Pay attention to penguins,Mission Blue Voyage
5473,Graham Hill: Why I'm a weekday vegetarian,TED2010
5474,William Li: Can we eat to starve cancer?,TED2010
5475,Viktor Frankl: Why believe in others,Toronto Youth Corps
5476,"Julia Sweeney: It's time for ""The Talk""",TED2010
5477,Dan Meyer: Math class needs a makeover,TEDxNYED
5478,Enric Sala: Glimpses of a pristine ocean,Mission Blue Voyage
5479,Nathan Myhrvold: Could this laser zap malaria?,TED2010
5480,Nicholas Christakis: The hidden influence of social networks,TED2010
5481,"Thomas Dolby: ""Love Is a Loaded Pistol""",TED2010
5482,Anil Gupta: India's hidden hotbeds of invention,TEDIndia 2009
5483,Jeremy Jackson: How we wrecked the ocean,Mission Blue Voyage
5484,Simon Sinek: How great leaders inspire action,TEDxPuget Sound
5485,Esther Duflo: Social experiments to fight poverty,TED2010
5486,"Sebastian Wernicke: Lies, damned lies and statistics (about TEDTalks)",TED2010
5487,George Whitesides: Toward a science of simplicity,TED2010
5488,Roz Savage: Why I'm rowing across the Pacific,Mission Blue Voyage
5489,Stephen Wolfram: Computing a theory of all knowledge,TED2010
5490,"Kavita Ramdas: Radical women, embracing tradition",TEDIndia 2009
5491,Omar Ahmad: Political change with pen and paper,TED2010
5492,"Tom Wujec: Build a tower, build a team",TED2010
5493,Frederick Balagadde: Bio-lab on a microchip,TED2010
5494,"James Randi: Homeopathy, quackery and fraud",TED2007
5495,Edith Widder: Glowing life in an underwater world,Mission Blue Voyage
5496,Eric Whitacre: A choir as big as the Internet,Eric Whitacre's Virtual Choir
5497,Thelma Golden: How art gives shape to cultural change,TED2009
5498,Catherine Mohr: The tradeoffs of building green,TED2010
5499,Jonathan Klein: Photos that changed the world,TED2010
5500,Michael Specter: The danger of science denial,TED2010
5501,Natalie Merchant: Singing old poems to life,TED2010
5502,Jonathan Drori: Every pollen grain has a story,TED2010
5503,Dennis Hong: My seven species of robot -- and how we created them,TEDxNASA
5504,Dean Kamen: The emotion behind invention,TEDMED 2009
5505,"Elizabeth Pisani: Sex, drugs and HIV -- let's get rational",TED2010
5506,Jesse Schell: When games invade real life,DICE Summit 2010
5507,Adora Svitak: What adults can learn from kids,TED2010
5508,Derek Sivers: How to start a movement,TED2010
5509,"Kirk Citron: And now, the real news",TED2010
5510,Shukla Bose: Teaching one child at a time,TEDIndia 2009
5511,Kevin Bales: How to combat modern slavery,TED2010
5512,Patsy Rodenburg: Why I do theater,Michael Howard Studios
5513,"Robert Gupta: Music is medicine, music is sanity",TED2010
5514,Joel Levine: Why we need to go back to Mars,TEDxNASA
5515,Alan Siegel: Let's simplify legal jargon!,TED2010
5516,Juliana Machado Ferreira: The fight to end rare-animal trafficking in Brazil,TED2010
5517,Sam Harris: Science can answer moral questions,TED2010
5518,Shekhar Kapur: We are the stories we tell ourselves,TEDIndia 2009
5519,Ken Kamler: Medical miracle on Everest,TEDMED 2009
5520,Jane McGonigal: Gaming can make a better world,TED2010
5521,"Douglas Adams: Parrots, the universe and everything",University of California
5522,Eric Dishman: Take health care off the mainframe,TEDMED 2009
5523,Mark Roth: Suspended animation is within our grasp,TED2010
5524,Gary Vaynerchuk: Do what you love (no excuses!),Web 2.0 Expo 2008
5525,Eric Mead: The magic of the placebo,TEDMED 2009
5526,Dan Barber: How I fell in love with a fish,TED2010
5527,Gary Lauder: Take Turns,TED2010
5528,Tim Berners-Lee: The year open data went worldwide,TED2010
5529,Srikumar Rao: Plug into your hard-wired happiness,Arbejdsglaede Live
5530,"The LXD: In the Internet age, dance evolves ...",TED2010
5531,James Cameron: Before Avatar ... a curious boy,TED2010
5532,Richard Feynman: Physics is fun to imagine,BBC TV
5533,Gary Flake: Is Pivot a turning point for web exploration?,TED2010
5534,"Harsha Bhogle: The rise of cricket, the rise of India",TEDIndia 2009
5535,Daniel Kahneman: The riddle of experience vs. memory,TED2010
5536,Bobby McFerrin: Watch me play ... the audience!,World Science Festival
5537,Raghava KK: My 5 lives as an artist,TED2010
5538,Pawan Sinha: How brains learn to see,TEDIndia 2009
5539,Temple Grandin: The world needs all kinds of minds,TED2010
5540,Eric Topol: The wireless future of medicine,TEDMED 2009
5541,Philip K. Howard: Four ways to fix a broken legal system,TED2010
5542,Kevin Kelly: Technology's epic story,TEDxAmsterdam
5543,Bill Gates: Innovating to zero!,TED2010
5544,Aimee Mullins: The opportunity of adversity,TEDMED 2009
5545,David Cameron: The next age of government,TED2010
5546,Blaise Agüera y Arcas: Augmented-reality maps,TED2010
5547,Jamie Oliver: Teach every child about food,TED2010
5548,Peter Eigen: How to expose the corrupt,TEDxBerlin
5549,"Tom Shannon, John Hockenberry: The painter and the pendulum",TED in the Field
5550,David Agus: A new strategy in the war on cancer,TEDMED 2009
5551,George Whitesides: A lab the size of a postage stamp,TEDxBoston 2009
5552,Jamie Heywood: The big idea my brother inspired,TEDMED 2009
5553,Sendhil Mullainathan: Solving social problems with a nudge,TEDIndia 2009
5554,JK Rowling: The fringe benefits of failure,Harvard University
5555,"Derek Sivers: Weird, or just different?",TEDIndia 2009
5556,Jane Chen: A warm embrace that saves lives,TEDIndia 2009
5557,Eve Ensler: Embrace your inner girl,TEDIndia 2009
5558,Joshua Prince-Ramus: Building a theater that remakes itself,TEDxSMU
5559,Bill Davenhall: Your health depends on where you live,TEDMED 2009
5560,Taylor Mali: What teachers make,Bowery Poetry Club
5561,Richard Dawkins: Growing up in the universe,Royal Institution
5562,"Sivamani: Rhythm is everything, everywhere",TEDIndia 2009
5563,Anthony Atala: Growing new organs,TEDMED 2009
5564,Ravin Agrawal: 10 young Indian artists to watch,TEDIndia 2009
5565,David Blaine: How I held my breath for 17 minutes,TEDMED 2009
5566,Charles Fleischer: All things are Moleeds,TED2005
5567,Edwidge Danticat: Stories of Haiti,University of California
5568,"Lalitesh Katragadda: Making maps to fight disaster, build economies",TEDIndia 2009
5569,"Kiran Sethi: Kids, take charge",TEDIndia 2009
5570,"Kartick Satyanarayan: How we rescued the ""dancing bears""",TEDIndia 2009
5571,Matt Weinstein: What Bernie Madoff couldn't steal from me,AORN Congress
5572,Robert Sapolsky: The uniqueness of humans,Stanford University
5573,Randy Pausch: Really achieving your childhood dreams,Carnegie Mellon University
5574,Herbie Hancock: An all-star set,TED2009
5575,Romulus Whitaker: The real danger lurking in the water,TEDIndia 2009
5576,Dan Buettner: How to live to be 100+,TEDxTC
5577,Nick Veasey: Exposing the invisible,TEDGlobal 2009
5578,Vilayanur Ramachandran: The neurons that shaped civilization,TEDIndia 2009
5579,Bertrand Piccard: My solar-powered adventure,TEDGlobal 2009
5580,Cat Laine: Engineering a better life for all,Business Innovation Factory
5581,Michael Sandel: What's the right thing to do?,Justice with Michael Sandel
5582,Asher Hasan: My message of peace from Pakistan,TEDIndia 2009
5583,Steven Cowley: Fusion is energy's future,TEDGlobal 2009
5584,Shaffi Mather: A new way to fight corruption,TEDIndia 2009
5585,James Geary: Metaphorically speaking,TEDGlobal 2009
5586,Charles Anderson: Dragonflies that fly across oceans,TEDIndia 2009
5587,Alexis Ohanian: How to make a splash in social media,TEDIndia 2009
5588,Ryan Lobo: Photographing the hidden story,TEDIndia 2009
5589,Loretta Napoleoni: The intricate economics of terrorism,TEDGlobal 2009
5590,Shereen El Feki: Pop culture in the Arab world,TEDGlobal 2009
5591,Thulasiraj Ravilla: How low-cost eye care can be world-class,TEDIndia 2009
5592,Marc Pachter: The art of the interview,EG 2008
5593,Rory  Bremner: A one-man world summit,TEDGlobal 2009
5594,Sunitha Krishnan: The fight against sex slavery,TEDIndia 2009
5595,Scott Kim: The art of puzzles,EG 2008
5596,Anupam Mishra: The ancient ingenuity of water harvesting,TEDIndia 2009
5597,Andrea Ghez: The hunt for a supermassive black hole,TEDGlobal 2009
5598,Gordon Brown: Global ethic vs. national interest,TEDGlobal 2009
5599,Shashi Tharoor: Why nations should pursue soft power,TEDIndia 2009
5600,Mallika Sarabhai: Dance to change the world,TEDIndia 2009
5601,Magnus Larsson: Turning dunes into architecture,TEDGlobal 2009
5602,Rob Hopkins: Transition to a world without oil,TEDGlobal 2009
5603,Hans Rosling: Asia's rise -- how and when,TEDIndia 2009
5604,Tom Wujec: Learn to use the 13th-century astrolabe,TEDGlobal 2009
5605,Devdutt Pattanaik: East vs. West -- the myths that mystify,TEDIndia 2009
5606,Fields Wicker-Miurin: Learning from leadership's missing manual,TEDSalon London 2009
5607,Mathieu Lehanneur: Science-inspired design,TEDGlobal 2009
5608,Pranav Mistry: The thrilling potential of SixthSense technology,TEDIndia 2009
5609,Cynthia Schneider: The surprising spread of Idol TV,TEDGlobal 2009
5610,Edward Burtynsky: Photographing the landscape of oil,TEDGlobal 2009
5611,Rachel Pike: The science behind a climate headline,TEDGlobal 2009
5612,Cameron Sinclair: The refugees of boom-and-bust,TEDGlobal 2009
5613,Stefana Broadbent: How the Internet enables intimacy,TEDGlobal 2009
5614,Matthew White: The modern euphonium,TEDGlobal 2009
5615,"Marcus du Sautoy: Symmetry, reality's riddle",TEDGlobal 2009
5616,Becky  Blanton: The year I was homeless,TEDGlobal 2009
5617,Rachel Armstrong: Architecture that repairs itself?,TEDGlobal 2009
5618,David Deutsch: A new way to explain explanation,TEDGlobal 2009
5619,Ian Goldin: Navigating our global future,TEDGlobal 2009
5620,Marc Koska: 1.3m reasons to re-invent the syringe,TEDGlobal 2009
5621,Itay Talgam: Lead like the great conductors,TEDGlobal 2009
5622,Paul Debevec: Animating a photo-real digital face,TEDxUSC
5623,John Gerzema: The post-crisis consumer,TEDxKC
5624,Julian Treasure: The 4 ways sound affects us,TEDGlobal 2009
5625,Henry Markram: A brain in a supercomputer,TEDGlobal 2009
5626,Rory Sutherland: Life lessons from an ad man,TEDGlobal 2009
5627,"David Hanson: Robots that ""show emotion""",TED2009
5628,Eric Sanderson: New York -- before the City,TEDGlobal 2009
5629,"Sam Martin: Claim your ""manspace""",TEDGlobal 2009
5630,Beau Lotto: Optical illusions show how we see,TEDGlobal 2009
5631,Chimamanda Ngozi Adichie: The danger of a single story,TEDGlobal 2009
5632,David Logan: Tribal leadership,TEDxUSC
5633,Carolyn Steel: How food shapes our cities,TEDGlobal 2009
5634,Stefan Sagmeister: The power of time off,TEDGlobal 2009
5635,Garik Israelian: How spectroscopy could reveal alien life,TEDGlobal 2009
5636,Karen Armstrong: Let's revive the Golden Rule,TEDGlobal 2009
5637,Tim Brown: Designers -- think big!,TEDGlobal 2009
5638,Parag Khanna: Mapping the future of countries,TEDGlobal 2009
5639,Jacqueline Novogratz: A third way to think about aid,TED@State
5640,Taryn Simon: Photographs of secret sites,TEDGlobal 2009
5641,William Kamkwamba: How I harnessed the wind,TEDGlobal 2009
5642,Evgeny Morozov: How the Net aids dictatorships,TEDGlobal 2009
5643,Jonathan Zittrain: The Web as random acts of kindness,TEDGlobal 2009
5644,"Imogen Heap: ""Wait It Out""",TEDGlobal 2009
5645,Oliver Sacks: What hallucination reveals about our minds,TED2009
5646,John Lloyd: An inventory of the invisible,TEDGlobal 2009
5647,Bjarke Ingels: 3 warp-speed architecture tales,TEDGlobal 2009
5648,Misha Glenny: The real story of McMafia -- how global crime networks work,TEDGlobal 2009
5649,Vishal Vaid: Hypnotic South Asian improv music,TED2006
5650,Rebecca Saxe: How we read each other's minds,TEDGlobal 2009
5651,Lewis Pugh: How I swam the North Pole,TEDGlobal 2009
5652,James Balog: Time-lapse proof of extreme ice loss,TEDGlobal 2009
5653,Steve Truglia: A leap from the edge of space,TEDGlobal 2009
5654,Evan Grant: Making sound visible through cymatics,TEDGlobal 2009
5655,"Geoff Mulgan: Post-crash, investing in a better world",TEDGlobal 2009
5656,Joshua Silver: Adjustable liquid-filled eyeglasses,TEDGlobal 2009
5657,"Cary Fowler: One seed at a time, protecting the future of food",TEDGlobal 2009
5658,Natasha Tsakos: A multimedia theatrical adventure,TED2009
5659,Hans Rosling: Let my dataset change your mindset,TED@State
5660,Eric Giler: A demo of wireless electricity,TEDGlobal 2009
5661,Dan Pink: The puzzle of motivation,TEDGlobal 2009
5662,Emmanuel Jal: The music of a war child,TEDGlobal 2009
5663,Janine Benyus: Biomimicry in action,TEDGlobal 2009
5664,Paul Romer: Why the world needs charter cities,TEDGlobal 2009
5665,Michael Pritchard: How to make filthy water drinkable,TEDGlobal 2009
5666,Willard Wigan: Hold your breath for micro-sculpture,TEDGlobal 2009
5667,Elaine Morgan: I believe we evolved from aquatic apes,TEDGlobal 2009
5668,Golan Levin: Art that looks back at you,TED2009
5669,"Alain de Botton: A kinder, gentler philosophy of success",TEDGlobal 2009
5670,Gordon Brown: Wiring a web for global good,TEDGlobal 2009
5671,Nina Jablonski: Skin color is an illusion,TED2009
5672,Jim Fallon: Exploring the mind of a killer,TED2009
5673,Daniel Kraft: A better way to harvest bone marrow,TED2009
5674,Olafur Eliasson: Playing with space and light,TED2009
5675,Stewart Brand: 4 environmental 'heresies',TED@State
5676,Kary Mullis: A next-gen cure for killer infections,TED2009
5677,Sophal Ear: Escaping the Khmer Rouge,TED2009
5678,Tom Wujec: 3 ways the brain creates meaning,TED2009
5679,Eames Demetrios: The design genius of Charles + Ray Eames,TED2007
5680,Daniel Libeskind: 17 words of architectural inspiration,TED2009
5681,Gever Tulley: Life lessons through tinkering,TED2009
5682,Arthur Benjamin: Teach statistics before calculus!,TED2009
5683,Ray Zahab: My trek to the South Pole,TED2009
5684,Katherine Fulton: You are the future of philanthropy,TED2007
5685,Paul Collier: New rules for rebuilding a broken nation,TED@State
5686,Philip Zimbardo: The psychology of time,TED2009
5687,Qi Zhang: An electrifying organ performance,TEDxUSC
5688,"Catherine Mohr: Surgery's past, present and robotic future",TED2009
5689,Diane Benscoter: How cults rewire the brain,TED2009
5690,Clay Shirky: How social media can make history,TED@State
5691,Jane Poynter: Life in Biosphere 2,TEDxUSC
5692,Richard St. John: Success is a continuous journey,TED2009
5693,Robert Full: Learning from the gecko's tail,TED2009
5694,Nancy Etcoff: Happiness and its surprises,TED2004
5695,John La Grou: A plug for smart power outlets,TED2009
5696,Kevin Surace: Eco-friendly drywall,TED2009
5697,Pete Alcorn: The world in 2200,TED2009
5698,Felix Dennis: Odes to vice and consequences,TED2004
5699,Yann Arthus-Bertrand: A wide-angle view of fragile Earth,TED2009
5700,Ray Kurzweil: A university for the coming singularity,TED2009
5701,Liz Coleman: A call to reinvent liberal arts education,TED2009
5702,"Kaki King: Playing ""Pink Noise"" on guitar",TED2008
5703,Jonathan Drori: Why we're storing billions of seeds,TED2009
5704,Jay Walker: The world's English mania,TED2009
5705,"Michelle Obama: A passionate, personal case for education",Elizabeth G. Anderson School
5706,Joachim de Posada: Don't eat the marshmallow!,TED2009
5707,Yves Béhar: A supercharged motorcycle design,TED2009
5708,Carolyn Porco: Could a Saturn moon harbor life?,TED2009
5709,Mary Roach: 10 things you didn't know about orgasm,TED2009
5710,Dan Ariely: Are we in control of our own decisions?,EG 2008
5711,Ray Anderson: The business logic of sustainability,TED2009
5712,Naturally 7: A full-band beatbox,TED2009
5713,Nandan Nilekani: Ideas for India's future,TED2009
5714,"Hans Rosling: Insights on HIV, in stunning data visuals",TED2009
5715,Eric Lewis: Chaos and harmony on piano,TED2009
5716,Seth Godin: The tribes we lead,TED2009
5717,Al Gore: What comes after An Inconvenient Truth?,TED2009
5718,Louise Fresco: We need to feed the whole world,TED2009
5719,Tom Shannon: Anti-gravity sculpture,TED2003
5720,Mae Jemison: Teach arts and sciences together,TED2002
5721,Sean Gourley: The mathematics of war,TED2009
5722,Brian Cox: What went wrong at the LHC,TED2009
5723,Laurie Garrett: Lessons from the 1918 flu,TED2007
5724,Sarah Jones: A one-woman global village,TED2009
5725,Michael Merzenich: Growing evidence of brain plasticity,TED2004
5726,Alex Tabarrok: How ideas trump crises,TED2009
5727,Ben Katchor: Comics of bygone New York,TED2002
5728,Nate Silver: Does racism affect how you vote?,TED2009
5729,Erik Hersman: Reporting crisis via texting,TED2009
5730,Niels Diffrient: Rethinking the way we sit down,TED2002
5731,Margaret Wertheim: The beautiful math of coral,TED2009
5732,Matthew Childs: 9 life lessons from rock climbing,TED2009
5733,"Tim Ferriss: Smash fear, learn anything",EG 2008
5734,JoAnn Kuchera-Morin: Stunning data visualization in the AlloSphere,TED2009
5735,Gregory Stock: To upgrade is human,TED2003
5736,Shai Agassi: A new ecosystem for electric cars,TED2009
5737,Renny Gleeson: Our antisocial phone tricks,TED2009
5738,Emily Levine: A theory of everything,TED2002
5739,"Bonnie Bassler: How bacteria ""talk""",TED2009
5740,Bruce Bueno de Mesquita: A prediction for the future of Iran,TED2009
5741,"Nathaniel Kahn: Scenes from ""My Architect""",TED2002
5742,P.W. Singer: Military robots and the future of war,TED2009
5743,"Christopher C. Deam: The Airstream, restyled",TED2002
5744,Ueli Gegenschatz: Extreme wingsuit flying,TED2009
5745,Jacek Utko: Can design save newspapers?,TED2009
5746,C.K. Williams: Poetry of youth and age,TED2001
5747,Nathan Wolfe: The jungle search for viruses,TED2009
5748,John Wooden: The difference between winning and succeeding,TED2001
5749,David Pogue: Cool tricks your phone can do,EG 2008
5750,Jacqueline Novogratz: An escape from poverty,TED2009
5751,Saul Griffith: High-altitude wind energy from kites!,TED2009
5752,Kamal Meattle: How to grow fresh air,TED2009
5753,Bruce McCall: What is retro-futurism?,Serious Play 2008
5754,Adam Savage: My obsession with objects and the stories they tell,EG 2008
5755,Dan Ariely: Our buggy moral code,TED2009
5756,"Dan Dennett: Cute, sexy, sweet, funny",TED2009
5757,Tim Berners-Lee: The next web,TED2009
5758,Stuart Brown: Play is more than just fun,Serious Play 2008
5759,Aimee Mullins: My 12 pairs of legs,TED2009
5760,Pattie Maes + Pranav Mistry: Meet the SixthSense interaction,TED2009
5761,Don Norman: 3 ways good design makes you happy,TED2003
5762,Eric Lewis: Piano jazz that rocks,TED2009
5763,Mike Rowe: Learning from dirty jobs,EG 2008
5764,Nalini Nadkarni: Conserving the canopy,TED2009
5765,Willie Smits: How to restore a rainforest,TED2009
5766,Brenda Laurel: Why not make video games for girls?,TED1998
5767,Evan Williams: The voices of Twitter users,TED2009
5768,Miru Kim: My underground art explorations,EG 2008
5769,Richard Pyle: A dive into the reef's Twilight Zone,TED2004
5770,Charles Moore: Seas of plastic,TED2009
5771,Ed Ulbrich: How Benjamin Button got his face,TED2009
5772,Jill Tarter: Join the SETI search,TED2009
5773,Sylvia Earle: My wish: Protect our oceans,TED2009
5774,Gustavo Dudamel and the Teresa Carreño Youth Orchestra: El Sistema's top youth orchestra,TED2009
5775,José Antonio Abreu: The El Sistema music revolution,TED2009
5776,Juan Enriquez: The next species of human,TED2009
5777,Barry Schwartz: Our loss of wisdom,TED2009
5778,David Merrill: Toy tiles that talk to each other,TED2009
5779,Milton Glaser: Using design to make ideas new,TED1998
5780,Elizabeth Gilbert: Your elusive creative genius,TED2009
5781,"Bill Gates: Mosquitos, malaria and education",TED2009
5782,Bill Gross: A solar energy system that tracks the sun,TED2003
5783,Natalie MacMaster: Fiddling in reel time,TED2003
5784,Joe DeRisi: Solving medical mysteries,TED2006
5785,Aimee Mullins: Changing my legs - and my mindset,TED1998
5786,Peter Ward: A theory of Earth's mass extinctions,TED2008
5787,Woody Norris: Hypersonic sound and other inventions,TED2004
5788,Sherwin Nuland: The extraordinary power of ordinary people,TED2003
5789,Barry Schuler: Genomics 101,Taste3 2008
5790,Jamais Cascio: Tools for a better world,TED2006
5791,David Carson: Design and discovery,TED2003
5792,"Paula Scher: Great design is serious, not solemn",Serious Play 2008
5793,Joseph Pine: What consumers want,TED2004
5794,Peter Reinhart: The art and craft of bread,Taste3 2008
5795,Scott McCloud: The visual magic of comics,TED2005
5796,Rob Forbes: Ways of seeing,TED2006
5797,Greg Lynn: Organic algorithms in architecture,TED2005
5798,Paul Moller: My dream of a flying car,TED2004
5799,Paul Sereno: Digging up dinosaurs,TED2005
5800,John Maeda: My journey in design,Serious Play 2008
5801,Kary Mullis: Play! Experiment! Discover!,TED2002
5802,Jennifer 8. Lee: The hunt for General Tso,Taste3 2008
5803,Nicholas Negroponte: Taking OLPC to Colombia,TED in the Field
5804,Steven Strogatz: The science of sync,TED2004
5805,Penelope Boston: There might just be life on Mars,TED2006
5806,Benjamin Wallace: The price of happiness,Taste3 2008
5807,Dan Gilbert: Why we make bad decisions,TEDGlobal 2005
5808,Jay Walker: My library of human imagination,TED2008
5809,Dennis vanEngelsdorp: A plea for bees,Taste3 2008
5810,Eva Zeisel: The playful search for beauty,TED2001
5811,David Holt: The joyful tradition of mountain music,TED2004
5812,Nick Sears: Demo: The Orb,TED2007
5813,Larry Burns: The future of cars,TED2005
5814,Philip Rosedale: Life in Second Life,Serious Play 2008
5815,Richard Preston: The mysterious lives of giant trees,TED2008
5816,Gregory Petsko: The coming neurological epidemic,TED2008
5817,Andy Hobsbawm: Do the green thing,TED2008
5818,Dan Barber: A foie gras parable,Taste3 2008
5819,"Bill Joy: What I'm worried about, what I'm excited about",TED2006
5820,George Smoot: The design of the universe,Serious Play 2008
5821,"Franco Sacchi: A tour of Nollywood, Nigeria's booming film industry",TEDGlobal 2007
5822,Isaac Mizrahi: Fashion and creativity,TED2008
5823,Stewart Brand: The Long Now,TED2004
5824,Ursus Wehrli: Tidying up art,TED2006
5825,Charles Elachi: The story behind the Mars Rovers,Serious Play 2008
5826,Samantha Power: A complicated hero in the war on dictatorship,TED2008
5827,Lee Smolin: Science and democracy,TED2003
5828,Luca Turin: The science of scent,TED2005
5829,Tim Brown: Tales of creativity and play,Serious Play 2008
5830,John Francis: Walk the earth ... my 17-year vow of silence,TED2008
5831,James Surowiecki: The power and the danger of online crowds,TED2005
5832,Graham Hawkes: A flight through the ocean,TED2005
5833,Robert Wright: The evolution of compassion,TEDSalon 2009 Compassion
5834,Robert Thurman: Expanding your circle of compassion,Chautauqua Institution
5835,"Feisal Abdul Rauf: Lose your ego, find your compassion",TEDSalon 2009 Compassion
